100 4950 5
0	1	2	0.02
24	9	2	0.01
68	94	7	0.02
54	85	3	0.02
6	85	6	0.01
78	87	5	0.02
90	37	9	0.05
88	21	1	0.03
43	63	2	0.02
51	19	9	0.04
36	48	2	0.01
62	22	10	0.03
65	72	4	0.02
97	45	9	0.01
93	2	2	0.00
39	83	10	0.01
19	13	1	0.04
2	16	6	0.00
65	1	10	0.04
55	75	2	0.03
39	84	9	0.04
90	83	2	0.01
56	77	10	0.02
29	51	4	0.00
5	45	5	0.02
91	94	8	0.03
78	47	3	0.02
75	59	9	0.03
16	58	6	0.04
40	62	3	0.02
37	72	2	0.00
55	87	7	0.02
94	7	5	0.01
99	19	2	0.04
23	74	2	0.03
59	40	7	0.03
62	21	3	0.00
28	90	5	0.03
50	6	5	0.04
20	79	8	0.00
66	88	5	0.04
2	24	7	0.02
1	62	2	0.00
10	61	5	0.03
56	57	4	0.04
53	67	5	0.02
50	59	6	0.03
78	51	4	0.00
44	26	8	0.04
89	67	6	0.02
98	11	10	0.02
99	31	9	0.03
54	27	1	0.00
6	31	9	0.01
16	90	4	0.01
59	56	8	0.02
42	43	2	0.04
10	44	2	0.01
51	32	1	0.01
15	70	6	0.04
28	80	4	0.03
15	96	1	0.02
60	59	6	0.01
19	29	10	0.01
22	8	7	0.02
83	45	8	0.03
62	2	7	0.01
30	64	7	0.02
19	25	1	0.04
75	14	2	0.03
65	78	4	0.04
7	64	2	0.02
6	80	4	0.00
72	0	6	0.02
87	23	2	0.02
80	18	3	0.02
95	83	5	0.01
43	46	7	0.01
82	17	2	0.01
72	95	1	0.04
71	52	1	0.00
46	34	7	0.02
67	44	5	0.01
15	42	8	0.01
90	17	2	0.01
90	81	9	0.04
24	94	1	0.03
17	26	2	0.01
22	43	4	0.01
3	51	2	0.00
60	8	10	0.01
43	47	1	0.02
46	9	4	0.02
29	21	10	0.01
13	19	4	0.02
36	37	8	0.00
80	34	5	0.00
51	28	6	0.02
38	76	10	0.00
20	44	4	0.01
99	3	5	0.03
52	83	7	0.03
7	66	7	0.01
52	86	6	0.03
66	49	5	0.03
7	22	3	0.03
96	33	4	0.02
65	3	4	0.04
59	80	10	0.01
26	95	9	0.03
14	45	3	0.03
35	93	4	0.03
40	50	6	0.01
60	73	1	0.03
63	51	6	0.01
87	10	2	0.04
36	66	5	0.03
49	96	3	0.03
41	71	1	0.03
73	15	9	0.00
79	2	2	0.04
91	75	9	0.02
92	61	9	0.02
69	64	3	0.03
76	2	3	0.03
58	64	4	0.01
90	87	6	0.00
96	40	4	0.02
73	51	8	0.01
91	4	6	0.00
20	1	2	0.04
46	52	4	0.04
7	89	3	0.01
20	4	10	0.03
15	77	10	0.01
9	50	1	0.02
74	15	3	0.02
31	4	10	0.03
65	0	3	0.03
46	12	2	0.00
73	97	7	0.03
6	60	3	0.01
81	1	7	0.01
33	58	8	0.02
94	15	4	0.02
19	3	8	0.03
81	56	9	0.03
92	35	6	0.02
79	85	10	0.00
48	32	10	0.03
67	11	1	0.03
87	49	2	0.04
86	29	5	0.01
93	48	9	0.04
22	0	10	0.03
48	26	7	0.03
23	48	4	0.01
13	12	4	0.01
89	64	9	0.01
97	54	6	0.01
8	79	4	0.00
76	33	9	0.01
95	91	8	0.00
67	86	4	0.01
41	87	3	0.05
66	42	8	0.00
10	88	8	0.03
77	80	10	0.03
64	93	7	0.02
29	26	10	0.02
80	17	4	0.05
64	36	10	0.02
53	2	3	0.03
96	54	9	0.02
64	70	7	0.04
53	66	5	0.02
75	89	10	0.02
83	73	6	0.03
73	89	7	0.02
29	10	8	0.01
87	31	5	0.00
94	11	6	0.01
21	98	8	0.01
12	99	6	0.01
19	93	3	0.01
87	43	10	0.00
26	0	10	0.01
53	78	8	0.02
58	19	2	0.01
25	98	2	0.01
7	16	3	0.01
14	88	2	0.03
74	62	8	0.00
44	1	7	0.03
68	88	6	0.01
86	37	8	0.03
47	72	6	0.04
25	64	5	0.04
13	16	7	0.01
24	46	4	0.02
60	44	2	0.00
11	58	6	0.04
78	71	4	0.02
22	11	6	0.03
93	41	3	0.02
8	40	3	0.04
52	19	1	0.01
23	6	3	0.03
60	90	8	0.03
55	58	4	0.04
33	24	1	0.02
44	2	2	0.03
27	87	4	0.02
66	79	6	0.01
88	42	2	0.04
39	79	6	0.03
14	41	10	0.02
92	48	3	0.02
7	96	4	0.03
59	88	3	0.02
24	70	4	0.03
41	66	9	0.01
5	42	8	0.02
0	31	4	0.04
50	15	9	0.04
22	75	5	0.01
43	9	2	0.01
43	29	8	0.01
9	23	8	0.02
71	68	8	0.02
17	70	5	0.02
63	15	1	0.03
64	11	1	0.04
42	90	7	0.03
63	81	2	0.02
62	67	10	0.00
35	77	7	0.01
12	97	6	0.04
23	34	4	0.01
51	96	7	0.00
29	56	10	0.01
51	90	10	0.02
33	62	9	0.04
26	16	3	0.01
64	55	8	0.03
93	77	6	0.02
25	73	1	0.02
31	80	10	0.01
32	42	10	0.02
47	79	7	0.02
43	11	8	0.02
33	42	7	0.01
49	83	6	0.03
10	41	10	0.02
9	8	9	0.01
21	23	4	0.02
11	4	4	0.04
23	55	6	0.04
95	0	8	0.02
78	10	9	0.01
80	15	2	0.04
52	71	4	0.04
47	8	8	0.04
11	14	7	0.03
21	75	1	0.01
9	10	3	0.02
46	14	9	0.03
69	90	4	0.03
71	95	4	0.01
82	84	2	0.03
6	79	7	0.01
82	56	2	0.00
33	18	6	0.02
16	43	2	0.01
10	83	6	0.02
4	14	2	0.01
69	71	1	0.04
12	94	10	0.03
51	57	10	0.01
28	51	8	0.03
96	78	9	0.03
81	7	2	0.03
30	35	6	0.02
48	87	9	0.03
77	81	4	0.01
85	97	7	0.01
25	96	10	0.00
2	1	7	0.04
68	35	8	0.01
31	81	8	0.05
95	37	9	0.02
84	51	5	0.02
25	43	8	0.01
98	0	10	0.02
96	51	7	0.01
33	9	1	0.01
88	73	3	0.04
53	48	7	0.02
50	93	8	0.02
61	41	8	0.02
88	11	8	0.01
1	42	8	0.01
60	46	8	0.03
25	19	7	0.04
98	15	10	0.01
72	60	1	0.01
6	28	2	0.01
42	35	4	0.00
46	25	10	0.03
72	93	5	0.03
3	77	2	0.01
91	64	6	0.02
31	22	2	0.01
74	16	8	0.02
41	8	7	0.01
65	94	9	0.01
16	61	10	0.03
6	75	6	0.03
49	13	4	0.03
55	9	5	0.04
5	44	6	0.03
28	19	6	0.00
73	83	10	0.02
77	98	3	0.02
29	92	8	0.03
22	82	5	0.03
98	71	3	0.01
62	73	1	0.03
31	62	9	0.02
26	96	5	0.00
96	43	8	0.01
59	17	1	0.02
35	49	8	0.02
37	68	4	0.01
90	98	6	0.01
35	53	7	0.03
33	96	1	0.01
7	19	3	0.02
50	39	10	0.03
11	3	7	0.04
21	51	1	0.02
84	5	1	0.02
9	37	7	0.02
63	99	8	0.04
99	16	1	0.01
62	36	4	0.04
94	55	5	0.01
49	76	6	0.03
69	93	10	0.01
0	9	1	0.02
11	53	10	0.01
51	65	4	0.01
35	19	2	0.02
66	84	3	0.02
34	15	9	0.02
76	85	3	0.01
85	76	3	0.00
52	4	5	0.04
92	28	8	0.02
5	50	8	0.04
91	3	9	0.00
73	61	9	0.01
51	77	3	0.02
47	51	3	0.03
36	34	5	0.03
65	70	2	0.04
12	93	8	0.02
36	99	9	0.02
39	66	6	0.05
68	99	7	0.01
99	26	8	0.04
32	33	2	0.00
52	73	9	0.00
49	1	10	0.03
75	52	1	0.02
21	7	2	0.01
11	17	5	0.02
66	7	1	0.03
33	98	1	0.01
3	83	10	0.01
96	84	9	0.03
64	58	6	0.02
45	78	3	0.04
18	34	3	0.02
36	53	5	0.03
79	82	1	0.02
71	79	9	0.03
29	86	10	0.02
99	29	6	0.03
12	81	4	0.02
95	67	4	0.01
95	64	5	0.02
5	17	1	0.03
25	74	3	0.03
42	24	2	0.04
32	5	6	0.00
46	63	2	0.02
32	57	7	0.04
9	70	9	0.03
18	36	2	0.01
54	32	10	0.03
82	78	9	0.01
57	18	6	0.02
6	13	6	0.00
20	98	6	0.03
38	74	5	0.00
56	29	3	0.03
28	32	7	0.01
89	79	9	0.01
9	26	3	0.01
5	40	2	0.02
72	78	4	0.02
62	5	8	0.00
86	15	7	0.02
68	61	4	0.02
58	33	1	0.03
68	49	2	0.04
31	37	3	0.00
63	55	1	0.01
12	5	9	0.04
4	96	7	0.00
88	98	4	0.02
23	54	6	0.02
88	12	4	0.04
29	90	10	0.02
94	10	6	0.02
12	32	2	0.01
67	48	1	0.01
8	53	5	0.03
26	64	2	0.03
24	78	9	0.03
90	99	3	0.02
61	40	1	0.02
39	29	9	0.04
47	35	9	0.01
45	35	6	0.01
59	68	2	0.00
94	54	2	0.04
22	20	1	0.01
68	81	10	0.01
19	62	6	0.04
32	99	6	0.01
66	50	9	0.04
61	96	1	0.03
56	23	9	0.00
10	94	10	0.02
64	38	3	0.03
26	84	5	0.01
50	40	4	0.01
2	38	1	0.03
65	10	2	0.04
96	16	7	0.03
71	17	6	0.03
77	56	4	0.02
49	72	5	0.00
54	93	4	0.02
28	57	5	0.01
70	94	5	0.01
11	96	5	0.03
21	48	10	0.01
78	86	9	0.04
97	60	9	0.02
48	76	5	0.02
27	52	2	0.01
40	77	2	0.01
91	35	2	0.00
82	23	6	0.00
53	23	3	0.01
15	43	6	0.02
85	54	6	0.02
72	99	3	0.02
22	50	9	0.03
82	70	1	0.03
6	2	7	0.00
26	94	9	0.03
27	18	7	0.02
19	76	3	0.04
5	71	3	0.03
35	73	9	0.02
64	95	9	0.03
5	52	8	0.02
72	83	7	0.03
48	12	6	0.02
54	11	2	0.02
72	7	3	0.03
19	87	2	0.01
37	88	2	0.02
99	56	1	0.03
80	84	5	0.00
6	93	10	0.03
32	90	6	0.04
10	8	8	0.01
64	65	6	0.01
48	17	1	0.03
35	40	6	0.03
27	10	10	0.02
58	80	5	0.01
56	32	7	0.04
55	18	1	0.01
97	35	7	0.04
33	73	2	0.00
14	39	3	0.03
98	61	8	0.03
73	42	2	0.02
28	60	7	0.00
69	22	2	0.01
69	31	1	0.01
40	64	3	0.02
54	33	10	0.02
35	33	1	0.00
85	91	2	0.03
7	98	9	0.01
84	58	8	0.02
98	40	2	0.03
45	31	5	0.01
88	52	3	0.01
1	89	9	0.02
94	21	1	0.02
46	72	3	0.01
3	46	6	0.03
73	40	4	0.02
2	53	3	0.03
66	58	8	0.01
85	15	8	0.00
47	56	4	0.03
17	10	5	0.02
76	36	4	0.04
68	51	6	0.00
92	75	9	0.03
78	17	5	0.04
6	88	9	0.00
17	69	5	0.02
73	94	6	0.01
65	23	4	0.01
67	18	8	0.02
34	5	6	0.04
50	27	5	0.00
18	64	10	0.01
22	88	10	0.03
54	17	8	0.03
90	74	10	0.04
30	6	1	0.02
2	57	1	0.03
74	89	7	0.03
59	31	10	0.00
83	7	3	0.02
35	56	1	0.02
53	17	3	0.04
98	74	2	0.00
41	1	6	0.01
92	68	10	0.00
16	79	5	0.02
72	3	5	0.03
75	50	1	0.02
62	31	5	0.01
43	22	1	0.02
52	91	7	0.02
5	46	6	0.04
22	56	10	0.02
10	27	3	0.01
69	91	10	0.03
65	25	5	0.01
71	24	7	0.03
38	83	8	0.01
13	91	8	0.02
86	26	4	0.01
79	50	2	0.00
97	92	9	0.02
52	55	1	0.04
27	4	7	0.02
76	97	8	0.02
44	41	5	0.01
22	80	4	0.02
7	92	10	0.03
93	79	1	0.00
62	26	8	0.03
76	71	10	0.03
14	37	5	0.03
91	51	10	0.01
36	40	6	0.00
78	57	7	0.04
81	63	10	0.03
82	62	8	0.02
12	73	9	0.03
13	61	1	0.03
21	33	9	0.00
4	99	8	0.04
9	25	8	0.03
18	8	8	0.01
60	51	2	0.01
77	7	7	0.03
11	98	5	0.03
61	25	3	0.03
22	77	1	0.03
38	18	2	0.03
45	50	3	0.01
5	70	10	0.02
51	42	1	0.01
20	95	10	0.03
16	77	3	0.02
60	55	1	0.01
8	35	10	0.00
39	77	1	0.04
30	95	8	0.02
68	98	10	0.03
97	52	5	0.01
19	28	4	0.01
9	51	2	0.02
45	97	10	0.01
46	38	9	0.04
90	15	10	0.04
37	43	2	0.01
0	52	6	0.03
34	21	3	0.01
21	87	9	0.01
63	73	4	0.01
67	74	2	0.03
86	35	4	0.03
69	84	10	0.03
18	21	8	0.01
98	22	10	0.03
7	78	3	0.02
62	12	1	0.00
2	28	7	0.02
19	46	5	0.03
62	74	2	0.02
22	40	9	0.02
51	50	10	0.02
43	95	8	0.01
49	44	3	0.03
24	68	8	0.01
45	14	4	0.01
8	59	8	0.02
47	91	1	0.00
34	87	10	0.02
88	10	7	0.03
87	46	10	0.02
22	55	9	0.01
34	82	2	0.00
76	95	10	0.00
93	17	2	0.04
8	92	4	0.03
86	73	6	0.02
94	36	9	0.03
9	47	8	0.02
25	46	1	0.02
9	27	1	0.01
6	56	6	0.02
54	58	7	0.02
63	64	7	0.00
48	64	9	0.03
71	29	9	0.03
73	44	8	0.03
9	1	7	0.03
6	72	8	0.03
12	33	2	0.01
71	55	4	0.00
21	41	5	0.02
74	84	10	0.00
80	67	3	0.06
27	88	8	0.00
21	6	1	0.01
83	28	1	0.03
78	99	4	0.01
73	31	2	0.01
8	95	4	0.01
12	78	1	0.00
72	17	6	0.02
46	7	5	0.01
72	87	1	0.04
86	2	4	0.02
87	11	2	0.02
50	21	2	0.01
32	11	6	0.01
45	96	8	0.01
38	87	4	0.02
51	5	3	0.02
33	27	10	0.02
11	41	9	0.03
18	75	4	0.01
53	62	6	0.01
35	22	1	0.01
29	57	9	0.01
37	19	4	0.02
42	67	2	0.02
8	34	9	0.01
46	74	5	0.03
15	87	6	0.02
98	7	7	0.03
29	76	9	0.02
48	46	8	0.02
82	53	10	0.00
11	99	3	0.01
87	61	9	0.01
77	70	8	0.01
28	48	6	0.02
83	71	6	0.02
15	25	5	0.03
65	48	7	0.01
34	59	6	0.02
99	20	1	0.03
64	4	10	0.02
66	37	1	0.01
78	30	1	0.01
72	92	4	0.00
94	45	2	0.01
29	42	8	0.01
47	97	10	0.03
27	89	1	0.03
25	26	5	0.00
75	32	10	0.01
52	65	5	0.02
50	9	7	0.00
81	27	4	0.03
16	92	7	0.00
9	95	8	0.03
30	55	9	0.02
64	77	7	0.02
31	46	10	0.01
11	25	3	0.01
12	4	3	0.01
69	5	4	0.02
45	15	4	0.00
18	4	8	0.00
19	94	6	0.03
55	53	1	0.04
45	16	9	0.02
93	0	1	0.01
10	20	5	0.03
54	20	8	0.01
43	92	2	0.03
63	13	1	0.00
26	85	5	0.04
84	86	9	0.02
15	44	5	0.00
47	29	5	0.02
21	28	5	0.01
83	88	3	0.02
6	91	1	0.01
64	10	1	0.03
37	82	2	0.02
79	54	7	0.04
1	52	1	0.03
15	48	3	0.03
10	56	7	0.03
8	65	6	0.01
2	82	2	0.00
1	96	9	0.01
45	52	4	0.03
92	93	6	0.03
73	86	7	0.03
36	2	9	0.03
79	22	5	0.03
84	31	3	0.01
48	31	7	0.00
36	16	9	0.04
79	14	4	0.03
36	86	9	0.00
4 3 5 10 8 
